Toidu nimi (EST),"Energia (sh kiudained), kcal","Süsivesikud, imenduvad, g","Rasvad, g","Valgud, g","Alkohol, g","Vesi, g","Tuhk, g","Süsivesikud, kokku, g","Kiudained, g","Tärklis, g","Suhkrud, kokku, g","Sahharoos, g","Laktoos, g","Maltoos, g","Glükoos, g","Fruktoos, g","Galaktoos, g","Rasvhapped, kokku, g","Küllastunud rasvhapped, g","Monoküllastumata rasvhapped, g","Polüküllastumata rasvhapped, g","Trans-rasvhapped, g","Palmitiinhape (C16), g","Steariinhape (C18), g","Linoolhape (C18:2), g","Linoleenhape (C18:3), g","Kolesterool, mg","Naatrium, mg","Kaalium, mg","Kaltsium, mg","Magneesium, mg","Fosfor, mg","Raud, mg","Tsink, mg","Vask, mg","Mangaan, mg","Jood, µg","Seleen, µg","Kroom, µg","Nikkel, µg","Vitamiin A, RE","Retinool, µg","Beeta-karoteeni ekvivalent, BCE","Vitamiin D, µg","Vitamiin D3, µg","Vitamiin E, ?TE","Vitamiin K, µg","Vitamiin B1, mg","Vitamiin B2, mg","Niatsiini ekvivalent, kokku, NE","Niatsiin, mg","Niatsiini ekviv. trüptofaanist, mg","Pantoteenhape, mg","Vitamiin B6, mg","Biotiin, µg","Folaadid, µg","Vitamiin B12, µg","Vitamiin C, mg","Soola ekvivalent, g"
Chia seemned,441.8999939,7.699999809,30.70000076,16.5,0,5.800000191,4.800000191,42.09999847,34.40000153,,0,,0,,,,,29.29999924,3.299999952,2.299999952,23.70000076,0.100000001,2.200000048,0.899999976,5.800000191,17.79999924,0,16,407,631,335,860,7.71999979,4.579999924,0.920000017,2.720000029,,55,,,16.20000076,0,194,0,0,0.5,,0.620000005,0.170000002,16.10000038,8.800000191,7.300000191,,,,49,0,1.600000024,0.039999999
"Kiievi kotlet, tüüp 'Tallegg'",268.5249939,5,17,23,0,46.72600174,2.592600107,6.762499809,1.762500048,4.300000191,0.699999988,0.106299996,0.114399999,0.284999996,0.182500005,0.066,0,17.01000023,7.900000095,7.329999924,1.779999971,0.338,4.374650002,1.539499998,0.913649976,0.128649995,77.91400146,480,234.0079956,23.64559937,23.08720016,145.3840027,1.431489944,0.8204,0.109329998,0.192450002,6.643000126,8.944999695,3.923500061,5.833199978,134.7389984,123.7850037,131.9810028,0.693000019,0.093000002,0.827099979,3.52699995,0.127434999,0.123337999,8.742250443,5.8926301,2.746999979,0.621599972,0.394239992,1.517199993,6.303750038,0.253199995,0.430000007,1.200000048
Arooniamarjad,50.09999847,8.800000191,0.100000001,0.699999988,0,84.40000153,0.400000006,14.39999962,5.599999905,,0.5,0.5,0,,,,,0,0,0,0,0,0,0,0,0,0,3,218,32,16,72,0.930000007,0.300000012,,,2,,,,93.79000092,0,1130,0,0,1.5,22,0.02,0.02,0.400000006,0.300000012,0.100000001,,0.029999999,,7,0,28,0.0075
"Koriander, värske",27.79999924,1.799999952,0.600000024,2.400000095,0,92.80000305,1.5,4.599999905,2.799999952,0.300000012,1.5,0,0,0,0.899999976,0.600000024,0,0.300000012,0,0.300000012,0,0,0,0,0,0,0,28,540,98,26,36,1.899999976,0.200000003,0.100000001,0.100000001,,0.300000012,,,50.63000107,0,610,0,0,0,310,0.07,0.119999997,1.100000024,0.699999988,0.400000006,0.569999993,0.180000007,,18,0,63,0.07
"Karulauk, värske",16,2.900000095,,,0,89.40000153,0.899999976,5.099999905,2.200000048,0,2.900000095,1.399999976,0,0,0.699999988,0.800000012,0,,,,,0,,,,,0,,336,76,22,50,2.900000095,0.270000011,0.079999998,0.319999993,,,,,,0,,0,0,,,,,,,,,,,,0,150,
"Munguba, kuivatatud",312.1000061,43.59999847,1.299999952,23.60000038,0,6.400000095,3.200000048,59.40000153,15.80000019,37.79999924,2,1.399999976,0,0,0.600000024,0,0,1,0.400000006,0.200000003,0.400000006,0,0.300000012,0.100000001,0.400000006,0,0,4.400000095,932,108,165,369,6.300000191,2.099999905,0.839999974,1.200000048,,13,8.800000191,330,1.991999984,0,24,0,0,0.5,170,0.569999993,0.289999992,8.399999619,2.099999905,6.300000191,1.700000048,0.409999996,,490,0,15,0.011
"Kaerajahu, täistera, tüüp 'Veski Mati'",356.5,57,6.5,12.5,0,10.09500027,1.855000019,67,10,56.29999924,0.699999988,0.5,0,0,0.100000001,0.100000001,0,6.510000229,1.200000048,2.359999895,2.950000048,0,1.105000019,0.100000001,2.904999971,0.100000001,0,4,410,43,134,430,6.385000229,4.5,0.361999989,5.789999962,1.950000048,1.379999995,2.5,167.5,0,0,0,0,0,0.899999976,2.154999971,0.363499999,0.096500002,4.409999847,1.090000033,3.319999933,1.5,0.131999999,19.25,55.79999924,0,0,0.01
Garam masala maitseainesegu,379.1000061,45.20000076,15.10000038,15.60000038,0,10.10000038,,45.20000076,,,0,,0,0,,,0,,,,,0,,,,,0,97,1450,760,330,390,32.59999847,3.799999952,1.600000024,6,,,,,28.21999931,0,340,0,0,,,0.349999994,0.330000013,2.5,2.5,,,,,0,0,0,0.242500007
"Kapparid, konserveeritud",28.5,2.099999905,0.100000001,2.599999905,0,83.80000305,8,6.5,4.400000095,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,1520,40,40,33,10,0.899999976,0.319999993,0.370000005,0.079999998,,1.200000048,,,6.888999939,0,83,0,0,0.879999995,25,0.02,0.140000001,0.649999976,0.649999976,,0.029999999,0.02,,23,0,4.300000191,3.799999952
Suitsujuust,299.5,1.5,23.5,20.5,0,48.5,4,1.5,0,0,1.5,0,1.5,0,0,0,0,20.60000038,13.19999981,6.699999809,0.699999988,0.899999976,7,2.400000095,0.400000006,0.200000003,105,1150,150,575,41,750,0.100000001,3,0,0,35,3,8.699999809,6.699999809,312.4500122,300,150,0,0,0,,0.029999999,0.300000012,4.300000191,0.100000001,4.199999809,0.340000004,0.029999999,1.799999952,34,0.899999976,1,2.875
Peedimahl,34.40000153,7.699999809,0,0.899999976,0,90.19999695,0.600000024,7.699999809,0,0.300000012,7.400000095,6.300000191,0,0,0.5,0.600000024,0,0,0,0,0,0,0,0,0,0,0,18,290,3,22,29,0.600000024,0.300000012,0.07,0.600000024,1,0,2.700000048,3.400000095,0.829999983,0,10,0,0,0,0.200000003,0.029999999,0.059999999,0.200000003,0.100000001,0.100000001,0.150000006,0.090000004,0,17,0,3,0.045000002
Riisiäädikas,30.39999962,7.400000095,0,0.200000003,0,87.90000153,0.100000001,7.400000095,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,12,16,2,6,15,0.100000001,0.200000003,0,0.25,5,0.100000001,,,0,0,0,0,0,0,0,0.01,0.01,0.300000012,0.300000012,0,0.079999998,0.02,0,0,0,0,0.029999999
"Lambaliha, kaelakarbonaad, toores",202.6999969,0,13.89999962,19.39999962,0,69.59999847,1.200000048,0,0,0,0,0,0,0,0,0,0,12.39999962,6.400000095,5.300000191,0.699999988,1.200000048,2.799999952,2.299999952,0.300000012,0.200000003,75,61,330,4,20,190,1.200000048,4.199999809,0.07,0,6,2,2.099999905,2.099999905,5,5,0,0.400000006,,0.029999999,,0.150000006,0.159999996,7.900000095,4.099999905,3.799999952,0.899999976,0.219999999,2,1,2,0,0.152500004
Tapiokk,344.6000061,84.90000153,0.200000003,0.600000024,0,12.60000038,0.300000012,85.30000305,0.400000006,84.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,12,3,12,1,0.119999997,0.07,0.109999999,,0.800000012,,,0,0,0,0,0,0,0,0,0.100000001,0.100000001,0,0.100000001,0,0,0,0,0,0,0.01
Kardemon,321.5,40.5,6.699999809,10.80000019,0,8.300000191,5.800000191,68.5,28,,0,,0,,,,,2,0.699999988,0.899999976,0.400000006,0,0.600000024,0.100000001,0.300000012,0.100000001,0,18,1120,130,230,170,10,2.599999905,1.299999952,8.899999619,,,,,0,0,0,0,0,,,0.200000003,0.180000007,1.100000024,1.100000024,,,0.230000004,,0,0,0,0.045000002
Riisipaber,325.9219971,72.19049835,1.604400039,5.390999794,0,19.20899963,1.315700054,72.76850128,0.578000009,71.91850281,0.272000015,0.203999996,0,0,0.034000002,0.034000002,0,1.381000042,0.317000002,0.442400008,0.621599972,0,0.087800004,0.018060001,0.298799992,0.01518,0,371.2900085,83.10099792,11.11009979,28.01910019,75.22940063,1.03136003,0.568099976,0.01447,0.587350011,0.772000015,3.891000032,0.045000002,1.476999998,0,0,0.035999998,0,0,0.192000002,0,0.038079999,0.021675,1.474329948,1.098199964,0.034499999,0,0.108800001,0,0.50999999,0,0,0.928224981
"Koriander, seemned",346,13.10000038,17.79999924,12.39999962,0,8.899999619,6,55,41.90000153,,0,,0,,,,,16.29999924,1,13.60000038,1.700000048,0,0.800000012,0.100000001,1.700000048,0,0,35,1270,660,330,400,8,4.699999809,0.970000029,1.899999976,,26,,,0,0,0,0,0,1.899999976,,0.239999995,0.289999992,2.099999905,2.099999905,,,0.400000006,,0,0,0,0.087499999
Sukaad,311,75,0,0.5,0,17,0.100000001,79.5,4.5,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,98,56,60,4,7,1.5,0,0,0.109999999,,0.600000024,,,3.983999968,0,48,0,0,0.039999999,0.300000012,0.050000001,0.039999999,0.5,0.5,,,0,,0,0,0,0.245000005
"Salvei, värske",125.1999969,15.60000038,4.599999905,3.900000095,0,66.40000153,,18.5,2.900000095,0.100000001,0,,0,0,,,0,3.799999952,2.5,0.699999988,0.600000024,0,,,0.200000003,0.400000006,0,4,390,600,160,33,4.5,1.700000048,,9.100000381,1,,,,234.0599976,0,2820,0,0,0.75,,0.109999999,0.059999999,0.899999976,0.899999976,,0,0.540000021,,0,0,0,0.01
Valge rõigas,18.89999962,2.900000095,0.100000001,0.800000012,0,93,0.600000024,4.5,1.600000024,0,2.900000095,0.200000003,0,0,1.399999976,1.299999952,0,0,0,0,0,0,0,0,0,0,0,27,220,30,15,25,0.400000006,0.300000012,0.119999997,0,,0.699999988,,,0,0,0,0,0,0,0.300000012,0.029999999,0.02,0.600000024,0.5,0.100000001,0.140000001,0.050000001,,28,0,24,0.067500003
"Arahhis dražeekommid, suhkrukattega",485.7000122,64.80000305,20.29999924,9.399999619,0,1.700000048,0.745599985,67.90000153,3.099999905,2.016000032,64.45850372,64.08999634,0,0,0.159500003,0.209000006,0,19.57500076,4.429999828,9.647999763,5.497000217,0,3.753000021,0.592000008,5.472000122,0.025,0,0.518999994,215.7859955,25.33799934,57.72600174,105.7890015,1.130699992,0.991999984,0.188700005,0.544449985,1.600000024,0.963500023,2.859999895,21.2159996,0.106655002,0,1.284999967,0,0,3.026000023,0.495999992,0.2016,0.028875001,5.249599934,3.808000088,1.69599998,0.307240009,0.089599997,28.15999985,26.39999962,0,0,0
"Einevõileib (sai, sink, muna, koserv. kurk, majoneesikaste)",257.9379883,21.24239922,14.73139954,9.270330429,0,47.70690155,2.03718996,22.89500046,1.652570009,19.13929939,0.658856988,0.356667012,0,0,0.141238004,0.160952002,0,14.06550026,2.882139921,4.860479832,6.322859764,0.0221905,1.942020059,0.815392971,5.373449802,0.577583015,72.31860352,582.4689941,149.6840057,15.96930027,15.38189983,101.5780029,0.843886018,0.966189981,0.097901002,0.506406009,9.565179825,7.847030163,0.916024029,4.340799809,54.3219986,52.78329849,18.53860092,0.522047997,0.421905011,1.66208005,0.145475999,0.194129005,0.099063098,2.849299908,0.894922018,1.061429977,0.391918987,0.113569997,3.338670015,19.43350029,0.481905013,0.289999992,1.456169963
"Einevõileib (sai, kana, majoneesikaste)",288.2770081,22.67480087,16.69339943,11.08129978,0,42.99969864,1.850190043,24.18090057,1.506109953,19.37660027,2.061429977,1.656340003,0.296086013,0,0.044717599,0.064285703,0,16.33110046,1.344689965,9.712789536,5.273630142,0,0.777058005,0.279350013,3.412230015,1.115149975,24.77899933,510.9750061,180.3950043,15.37870026,19.25160027,113.8580017,0.400878996,0.526304007,0.073366404,0.795533001,4.994559765,6.140349865,1.17343998,5.020400047,6.020500183,5.942699909,0.937325001,0.087076202,0.087076202,3.193660021,21.03310013,0.095860302,0.0585238,5.181439877,3.229650021,1.386849999,0.424751014,0.185335994,1.71886003,13.49199963,0.145974994,0.036020901,1.277439952
"Einevõileib (koorikleib, sink, juust, konserv. kurk, majoneesikaste)",263.8980103,23.22500038,13.78359985,9.286430359,0,44.31840134,3.293780088,28.125,4.900000095,22.15789986,0.772143006,0.267428994,0,0.033428598,0.215142995,0.256143004,0,13.06280041,3.656430006,4.028989792,5.377379894,0.081371397,2.067009926,0.855431974,4.762000084,0.567164004,29.10059929,920.3709717,243.2599945,74.9285965,41.08380127,181.5690002,1.063150048,4.473859787,0.160567999,0.987495005,8.687620163,10.1722002,2.0009799,4.198520184,38.30419922,35.1228981,38.32960129,0.139799997,0.0488571,1.400169969,1.014680028,0.159066007,0.0615661,2.245640039,1.473940015,1.129750013,0.403411001,0.145880997,1.009770036,12.16909981,0.287,0.779397011,2.300930023
"Einevõileib (koorikleib, peekon, muna, majoneesi-toorjuustukaste)",263.7030029,21.89999962,14.19999981,10,0,45.89490128,2.768620014,26.0515995,4.15155983,19.59149933,1.26267004,0.483538985,0.193939,0.0291394,0.292921007,0.263126999,0,14.10589981,4.092909813,5.102590084,4.910359859,0.0727273,2.504309893,1.080019951,4.277959824,0.52155602,80.20610046,772.6160278,216.072998,27.67620087,36.95460129,155.048996,1.313079953,1.340960026,0.146422997,0.76422298,11.87199974,10.77359962,1.951879978,3.690910101,74.82039642,72.21759796,31.35899925,0.547581971,0.445455015,1.479179978,1.530859947,0.168401003,0.140028,2.097290039,1.454489946,0.745114982,0.568697989,0.118780002,3.396270037,18.03339958,0.50878799,0.677091002,0.5
"Einevõileib (koorikleib, muna, sink, juust, koserv. kurk, majoneesikaste)",234.5019989,24.36949921,8.721719742,12.33699989,0,46.32229996,2.585939884,28.9598999,4.590350151,21.39999962,2.850209951,2.360830069,0,0.0322759,0.266344994,0.190759003,0,7.944759846,2.731100082,2.993429899,2.220220089,0.0474483,1.580240011,0.680010021,1.808069944,0.212385997,120.4570007,593.3239746,264.3890076,55.00030136,41.60720062,213.8009949,1.707919955,3.094959974,0.167201996,0.953545988,16.96419907,14.7191,1.655429959,3.842109919,93.02870178,88.80970001,50.83119965,0.951040983,0.883448005,1.253100038,1.090999961,0.191453993,0.171490997,2.903100014,1.492849946,1.911339998,0.75503099,0.174441993,5.553520203,24.45019913,0.848240972,0.504245996,1.483309984
"Einevõileib (koorikleib, pihv, juust, konserv. kurk, majoneesi-ketšupikaste)",267.4580078,21.6651001,13.10359955,13.89560032,0,44.34519958,2.371550083,25.30649948,3.641459942,16.98320007,4.284780025,3.478630066,0,0.070105299,0.545831978,0.190210998,0,13.26809978,4.605050087,5.538589954,3.124419928,0.074857898,2.847150087,1.145169973,2.701630116,0.308263004,48.11529922,583.072998,229.8999939,88.14710236,36.09370041,186.6779938,1.483170033,4.220469952,0.157844007,0.862500012,5.593780041,14.30539989,2.594290018,4.225850105,37.77700043,33.47740173,51.80310059,0.255268008,0.048315801,0.750974,1.138520002,0.126854002,0.077723697,3.319370031,2.265079975,1.01086998,0.463393986,0.134868994,1.022340059,10.98840046,0.361088991,0.583993018,1.457679987
"Einevõileib (koorikleib, kanapihv, juust, majoneesi-ketšupikaste)",276.7739868,21.44829941,13.62450027,15.40380001,0,42.80379868,2.389209986,24.82089996,3.37251997,17.17539978,3.76741004,3.0338099,0,0.067831598,0.517473996,0.148295,0,12.92739964,4.224160194,4.698699951,4.004590034,0.108542003,2.496969938,0.856288016,3.519490004,0.431782991,46.4939003,555.8239746,211.1940002,120.2850037,35.34899902,198.8910065,1.241659999,5.340260029,0.137789994,0.80269599,8.38656044,10.95320034,2.125339985,4.811389923,49.49779892,44.91210175,55.24909973,0.170395002,0.078294702,1.038759947,4.13135004,0.082763799,0.066088401,4.010590076,2.625969887,1.767470002,0.47487101,0.160812005,1.071280003,14.2322998,0.333894014,1.554870009,1.389559984
"Einevõileib, batoon (sai, sink, juust, tomat, koserv. kurk, majoneesikaste)",279.8850098,24.03650093,16.06719971,8.789259911,0,46.37810135,2.322849989,26.02519989,1.988680005,21.15010071,2.845370054,0.42899999,0,0.981473982,0.504788995,0.804315984,0.116842002,14.56120014,5.017469883,5.210529804,4.333159924,0.116400003,2.797420025,1.285369992,3.864629984,0.450789005,24.24920082,717.2520142,132.7599945,127.6800003,19.83099937,124.2900009,0.645022988,5.468400002,0.075152799,0.234320998,12.92059994,4.43171978,4.356840134,9.046629906,48.60860062,40.47159958,98.03679657,0.102347001,0.063947402,1.226150036,2.09416008,0.069619499,0.03695,2.191529989,0.616362989,1.628579974,0.170642003,0.050261099,1.88033998,20.33049965,0.298895001,1.574210048,1.79313004
"Einevõileib, kahekihiline (sai, sink, juust, tomat, konserv. kurk, majoneesikaste)",279.3059998,18.59910011,19.50580025,6.463369846,0,50.97850037,2.127899885,20.35110092,1.752009988,15.74400043,2.637170076,0.433315009,0,0.730435014,0.54124999,0.84521699,0.086956501,17.99810028,4.83521986,6.071899891,7.090950012,0.082804397,2.893280029,1.26244998,6.356269836,0.727271974,28.33499908,699.8369751,136.746994,95.22979736,16.5909996,95.50319672,0.577664971,3.92008996,0.066224098,0.185461998,12.73260021,3.243259907,3.576900005,7.404260159,54.77099991,42.68479919,145.6170044,0.102211997,0.047282599,1.681460023,3.760489941,0.052645098,0.0368261,1.672009945,0.512386024,1.16624999,0.146658003,0.042481501,1.586220026,18.13260078,0.256738991,2.313339949,1.749590039
"Einevõileib, kahekihiline (sai, kana, tomat, koserv. kurk, majoneesi-toorjuustukaste)",212.201004,18.40780067,11.06599998,8.897370338,0,57.9858017,1.358929992,20.10110092,1.693259954,15.51399994,2.607500076,0.481157988,0.0113158,0.718420982,0.511609018,0.799474001,0.085526302,10.09469986,2.027729988,3.384890079,4.682119846,0,1.035670042,0.370866001,4.107900143,0.503350019,28.20630074,385.3800049,197.1860046,28.85569954,18.97710037,97.11910248,0.537865996,0.417531997,0.056439701,0.181736007,9.352869987,2.496059895,2.577310085,7.256989956,31.61190033,21.38540077,123.2099991,0.0988295,0.042671598,1.416900039,4.126870155,0.052379701,0.053485099,3.796030045,2.514899969,1.52816999,0.276071995,0.145997003,1.245949984,16.08270073,0.148251995,2.092499971,0.963451028
"Einevõileib, kahekihiline (sai, veiseliha, tomat, konserv. kurk, majoneesikaste)",190.4199982,20.75429916,9.335289955,4.794410229,0,61.02679825,1.317960024,22.85779953,2.103579998,17.3246994,3.354269981,0.632058978,0.0126471,0.802941024,0.722799003,1.088240027,0.0955882,8.443599701,1.41940999,2.954339981,4.069859982,0.00654706,0.948266029,0.381107002,3.575400114,0.450877011,12.67630005,439.7590027,164.7079926,29.4605999,15.7755003,59.32630157,0.656701028,0.455949008,0.071035497,0.239323005,8.297960281,0.902629018,2.450239897,7.65004015,27.35269928,13.07999992,171.9600067,0.0377606,0,1.266100049,4.88477993,0.042307202,0.040640101,1.445829988,0.655772984,0.732370973,0.148577005,0.051165,1.243330002,18.24819946,0.082882397,3.214629889,1.099400043
"Verivorst, R 12%, toores",215.6450043,15.01500034,12.04570007,10.87209988,0,56.39199829,2.744899988,16.85740089,1.842399955,14.61699963,0.386249989,0.168500006,0,0.01175,0.114,0.092,0,11.12450027,4.097899914,5.280600071,1.746000051,0.030200001,2.55430007,1.432000041,1.559000015,0.122599997,19.54000092,901.7260132,127.7050018,10.19299984,21.86100006,84.35900116,7.959599972,0.804400027,0.177609995,1.439299941,4.888500214,5.059500217,3.0625,13.69190025,10.56309986,6.315999985,51.16999817,0.091799997,0.091799997,0.286900014,0.532000005,0.049608,0.025110001,1.75909996,0.839720011,0.781400025,0.121487997,0.036623999,2.520240068,2.812999964,0.103799999,0.058499999,2.254319906
"Pelmeenid, täisterajahust, suitsulihaga, tüüp 'Rakvere'",235.9689941,29,8.300000191,10,0,42.97919846,2.631850004,31.63459969,2.634599924,28.5,0.5,0.455000013,0,0,0.0242,0.019099999,0,8.300000191,0.899999976,5.269999981,2.130000114,0,1.746870041,0.919089973,1.192829967,0.093539998,25.55999947,840,199.7100067,18.9375,34.80599976,147.753006,1.541049957,1.762599945,0.181254998,1.322749972,5.320750237,12.23799992,2.513999939,8.424500465,5.589250088,5.539999962,0.593400002,0.213,0,0.440299988,0,0.344435006,0.086962499,4.066400051,2.11225009,0.284999996,0.376080006,0.137160003,1.675199986,20.19379997,0.238250002,0,2.099999905
"Rukkikrõpsud, magus tšilli, tüüp 'Ruissipsi'",368.7999878,56,9.199999809,9.5,0,7.968500137,2.054199934,68,12,50,6,4.260000229,0.469000012,0.386000007,0.620999992,0.25,0,9.199999809,1,3.289999962,4.909999847,0,0.989120007,0.249119997,3.842920065,0.268610001,1.070000052,600,394.7630005,35.62070084,88.29470062,268.2720032,2.958820105,2.691299915,0.304639995,2.467499971,6.03000021,3.629499912,2.930999994,7.177000046,27.3906002,11.80000019,187.8390045,0.012,0.012,3.216789961,4.294000149,0.150120005,0.0296,2.661819935,1.254050016,1.257500052,0.499619991,0.134105995,2.75999999,28.34000015,0.023,0.145249993,1.5
"Assortiikompvek, martsipanitäidisega",450.1199951,65,17,7,0.159999996,5.388000011,1.423499942,69,4,1.241999984,61.13249969,57.25049973,2.65199995,0.465000004,0.709999979,0.055,0,16.02540016,4.783170223,9.049440384,2.192830086,0,2.34987998,2.380189896,2.096620083,0.06961,1.325999975,40.3484993,364.9509888,123.9089966,84.72299957,195.6199951,1.655300021,1.438699961,0.457498997,0.565079987,7.249000072,1.59800005,13.74400043,90.47480011,0.292892992,0.203999996,1.07099998,0,0,4.433509827,0.465000004,0.026712,0.122550003,1.482249975,0.559300005,0.88499999,0.195299998,0.040739998,8.36400032,6.950500011,0.132599995,0.165749997,0.100870997
"Šokolaadikommid, suhkrukattega",464.1000061,69.80000305,18.89999962,3.700000048,0,0.432498008,1.332000017,69.80000305,0,3.582900047,63.46179962,59.93790054,2.890000105,0.235200003,0.368499994,0.030200001,0,19.24539948,10,6.581600189,2.663800001,0,4.596700191,5.170219898,2.438999891,0.148460001,5.869999886,10,349.1400146,86.53639984,61.10639954,141.647995,1.913570046,1.396399975,0.505490005,0.431800008,9.902999878,1.38349998,22.32099915,121.2369995,59.62549973,59.08000183,6.572000027,0.059999999,0.059999999,1.713600039,1.095000029,0.029224999,0.108188003,1.152940035,0.346841991,0.778349996,0.3116,0.040759999,2.799999952,7.518000126,0.166999996,0.379999995,0.025
"Jänes, kuumtöödeldud",195.2400055,0,10.43999958,25.31999969,0,63.52000046,1.200000048,0,0,0,0,0,0,0,0,0,0,9.600000381,4.199999809,2.039999962,3.359999895,0,2.880000114,0.839999974,2.039999962,1.080000043,62.04000092,67.19999695,372,15.60000038,27.60000038,252,2.160000086,2.039999962,0.180000007,0,3.599999905,12,2.400000095,0.600000024,9,9,0,0,0,0.959999979,0,0.048,0.035999998,12.34799957,8.399999619,5.639999866,0.561600029,0.259200007,0.720000029,3,12,0.449999988,0.167999998
"Kanawrap, tüüp 'Mamma'",244.8619995,22,14,6.400000095,0,50.13510132,1.497269988,24.63100052,2.631000042,14.73560047,4.401939869,2.262409925,0.090000004,0,1.500200033,0.549341977,0,13.09879971,2.144550085,5.66065979,5.293600082,0.0152,1.403319955,0.446328014,4.450600147,0.662559986,29.47640038,347.053009,177.8679962,13.68309975,37.91500092,139.9499969,1.489169955,1.208520055,0.122261003,1.360440016,5.924749851,6.917920113,1.923179984,10.94950008,20.32509995,18.1072998,26.72109985,0.084420003,0.026620001,2.280580044,6.451539993,0.128444001,0.068783,4.046730042,2.746459961,1.108240008,0.360594004,0.181000993,1.809669971,13.68430042,0.136225998,1.33386004,0.867632985
"Hakklihapihvid, sea- ja veiselihast, tüüp 'Rakvere'",237.5249939,6,16,17,0,61.70339966,2.830509901,6.762300014,0.762300014,3.900000095,2.099999905,0.101999998,1.820000052,0.101999998,0.116400003,0.110399999,0,16,7.099999905,6.840000153,2.059999943,0.116400003,2.99545002,1.77857995,1.575350046,0.112369999,42.89799881,720,269.6000061,63.78229904,23.62700081,203.6060028,1.755550027,2.553600073,0.085777998,0.88211,8.29224968,11.49639988,4.306799889,2.016350031,15.16180038,13.89799976,15.2262001,0.207900003,0.052200001,0.50733,1.15199995,0.199940994,0.140452996,4.981510162,2.694080114,1.606400013,0.411359996,0.200544,1.838960052,7.419000149,0.702009976,0.461499989,1.799999952
Vanaema õunakook,252.0890045,40.55630112,6.41286993,5.431479931,0,39.5163002,1.255910039,45.76720047,5.210879803,11.98379993,28.56879997,25.31760025,0,0,0.783140004,2.468019962,0,5.659880161,1.078279972,2.00793004,2.57366991,0,0.719576001,0.284177989,2.395760059,0.0533223,87.01000214,141.7929993,367.8670044,80.70510101,37.5,196.2669983,2.684050083,1.172549963,0.146237999,1.388870001,10.89120007,7.49875021,0.883306026,10.41049957,64.89929962,63.56560135,16.06889915,0.700914025,0.700914025,2.949069977,2.416450024,0.063328899,0.088168599,1.528699994,0.613883972,0.908205986,0.361570001,0.071102999,3.964479923,14.53059959,0.555896997,0.190240994,0.354483008
"Koorejogurt, marjade või puuviljaga, R 5%, laktoosivaba, tüüp 'Tere'",107.1279984,12,5.050000191,3.369999886,0,77.66490173,0.583899975,12.09879971,0.098800004,0.5,11.5,11.19999981,0,0,0.195999995,0.184,0,5.059999943,2.700000048,2.119999886,0.239999995,0.219999999,1.49059999,0.60680002,0.113969997,0.058260001,15.92000008,40,108.814003,85.04450226,9.155500412,75.99449921,0.059599999,0.271100014,0.00688,0.76135999,9.17440033,1.384199977,0.243699998,1.228000045,56.12789917,52.99000168,37.80599976,0.044,0.044,0.198520005,0.690500021,0.017464999,0.090637498,0.59899497,0.075225003,0.446200013,0.094800003,0.029344,1.847280025,3.676879883,0.261000007,0.624000013,0.100000001
Vahukoorekukkel,320.1080017,40.09500122,14.71829987,6.012499809,0,33.26699829,0.940446019,41.70140076,1.606430054,25.4442997,13.0600996,11.69029999,0.458570987,0.29133901,0.506250024,0.113660999,0,13.76319981,7.136789799,4.801430225,1.825000048,0.27857101,3.965359926,0.920000017,1.307500005,0.466785997,57.92860031,223.3849945,105.2959976,22.88120079,12.75800037,82.48930359,0.632722974,0.649106979,0.093267903,0.603124976,6.414289951,5.779019833,1.624459982,6.758930206,150.7649994,148.5890045,26.21430016,1.299999952,0.300000012,1.661430001,8.292860031,0.150223002,0.108838998,2.359159946,0.640554011,0.327143013,0.420625001,0.057785701,4.125710011,46.05089951,0.271429002,0,0.558462977
Vahukoorekukkel moosiga,296.9989929,40.19430161,12.51469994,5.1105299,0,36.38270187,0.844060004,41.76810074,1.573830009,21.47410011,17.39649963,12.84440041,0.374134988,0.245337993,2.163160086,1.769400001,0,11.59010029,6.00992012,4.043310165,1.536839962,0.234586,3.339250088,0.774737,1.101050019,0.393083006,48.7820015,194.753006,101.776001,21.79470062,11.81729984,71.99099731,0.591241002,0.562406003,0.0859624,0.662631989,5.480450153,4.913909912,1.762709975,7.74435997,127.072998,125.1279984,23.43309975,1.094740033,0.252631992,1.405410051,6.983459949,0.129662007,0.0916541,1.986660004,0.539413989,0.275489002,0.354211003,0.048661701,3.474289894,38.77970123,0.228570998,0.769737005,0.486883014
